tag	cell	rep	env	status	seconds
nobgs	V2_c1	3	4	OK	18
nobgs	V2_c1	3	5	OK	16
nobgs	V2_c1	3	6	OK	16
nobgs	V2_c1	3	7	OK	15
nobgs	V2_c1	3	8	OK	16
nobgs	V2_c1	3	9	OK	16
nobgs	V2_c1	4	1	OK	16
nobgs	V2_c1	4	10	OK	16
nobgs	V2_c1	4	2	OK	15
nobgs	V2_c1	4	3	OK	16
nobgs	V2_c1	4	4	OK	16
nobgs	V2_c1	4	5	OK	16
nobgs	V2_c1	4	6	OK	16
nobgs	V2_c1	4	7	OK	16
nobgs	V2_c1	4	8	OK	16
nobgs	V2_c1	4	9	OK	16
nobgs	V2_c1	5	1	OK	16
nobgs	V2_c1	5	10	OK	16
nobgs	V2_c1	5	2	OK	15
nobgs	V2_c1	5	3	OK	15
nobgs	V2_c1	5	4	OK	15
nobgs	V2_c1	5	5	OK	15
nobgs	V2_c1	5	6	OK	15
nobgs	V2_c1	5	7	OK	15
nobgs	V2_c1	5	8	OK	15
nobgs	V2_c1	5	9	OK	15
nobgs	V2_c1	6	1	OK	16
nobgs	V2_c1	6	10	OK	16
nobgs	V2_c1	6	2	OK	16
nobgs	V2_c1	6	3	OK	16
nobgs	V2_c1	6	4	OK	16
nobgs	V2_c1	6	5	OK	16
nobgs	V2_c1	6	6	OK	16
nobgs	V2_c1	6	7	OK	16
nobgs	V2_c1	6	8	OK	17
nobgs	V2_c1	6	9	OK	16
nobgs	V2_c1	7	1	OK	16
nobgs	V2_c1	7	10	OK	16
nobgs	V2_c1	7	2	OK	15
nobgs	V2_c1	7	3	OK	15
nobgs	V2_c1	7	4	OK	15
nobgs	V2_c1	7	5	OK	15
nobgs	V2_c1	7	6	OK	15
nobgs	V2_c1	7	7	OK	15
nobgs	V2_c1	7	8	OK	16
nobgs	V2_c1	7	9	OK	16
nobgs	V2_c1	8	1	OK	16
nobgs	V2_c1	8	10	OK	17
nobgs	V2_c1	8	2	OK	17
nobgs	V2_c1	8	3	OK	17
nobgs	V2_c1	8	4	OK	16
nobgs	V2_c1	8	5	OK	16
nobgs	V2_c1	8	6	OK	16
nobgs	V2_c1	8	7	OK	16
nobgs	V2_c1	8	8	OK	16
nobgs	V2_c1	8	9	OK	16
nobgs	V2_c1	9	1	OK	17
nobgs	V2_c1	9	10	OK	16
nobgs	V2_c1	9	2	OK	16
nobgs	V2_c1	9	3	OK	16
nobgs	V2_c1	9	4	OK	16
nobgs	V2_c1	9	5	OK	15
nobgs	V2_c1	9	6	OK	15
nobgs	V2_c1	9	7	OK	16
nobgs	V2_c1	9	8	OK	15
nobgs	V2_c1	9	9	OK	16
bgs	V0.5_c1.5	10	1	OK	15
bgs	V0.5_c1.5	10	10	OK	16
bgs	V0.5_c1.5	10	2	OK	15
bgs	V0.5_c1.5	10	3	OK	16
bgs	V0.5_c1.5	10	4	OK	15
bgs	V0.5_c1.5	10	5	OK	15
bgs	V0.5_c1.5	10	6	OK	15
bgs	V0.5_c1.5	10	7	OK	15
bgs	V0.5_c1.5	10	8	OK	15
bgs	V0.5_c1.5	10	9	OK	16
bgs	V0.5_c1.5	1	1	ALREADY_DONE	0
bgs	V0.5_c1.5	1	10	OK	16
bgs	V0.5_c1.5	1	2	OK	16
bgs	V0.5_c1.5	1	3	OK	16
bgs	V0.5_c1.5	1	4	OK	16
bgs	V0.5_c1.5	1	5	OK	15
bgs	V0.5_c1.5	1	6	OK	16
bgs	V0.5_c1.5	1	7	OK	16
bgs	V0.5_c1.5	1	8	OK	16
bgs	V0.5_c1.5	1	9	OK	16
bgs	V0.5_c1.5	2	1	OK	15
bgs	V0.5_c1.5	2	10	OK	15
bgs	V0.5_c1.5	2	2	OK	15
bgs	V0.5_c1.5	2	3	OK	16
bgs	V0.5_c1.5	2	4	OK	17
bgs	V0.5_c1.5	2	5	OK	17
bgs	V0.5_c1.5	2	6	OK	17
bgs	V0.5_c1.5	2	7	OK	17
bgs	V0.5_c1.5	2	8	OK	17
bgs	V0.5_c1.5	2	9	OK	15
bgs	V0.5_c1.5	3	1	OK	16
bgs	V0.5_c1.5	3	10	OK	16
bgs	V0.5_c1.5	3	2	OK	16
bgs	V0.5_c1.5	3	3	OK	16
bgs	V0.5_c1.5	3	4	OK	16
bgs	V0.5_c1.5	3	5	OK	15
bgs	V0.5_c1.5	3	6	OK	16
bgs	V0.5_c1.5	3	7	OK	15
bgs	V0.5_c1.5	3	8	OK	16
bgs	V0.5_c1.5	3	9	OK	16
bgs	V0.5_c1.5	4	1	OK	15
bgs	V0.5_c1.5	4	10	OK	15
bgs	V0.5_c1.5	4	2	OK	15
bgs	V0.5_c1.5	4	3	OK	19
bgs	V0.5_c1.5	4	4	OK	19
bgs	V0.5_c1.5	4	5	OK	19
bgs	V0.5_c1.5	4	6	OK	20
bgs	V0.5_c1.5	4	7	OK	21
bgs	V0.5_c1.5	4	8	OK	21
bgs	V0.5_c1.5	4	9	OK	21
bgs	V0.5_c1.5	5	1	OK	15
bgs	V0.5_c1.5	5	10	OK	15
bgs	V0.5_c1.5	5	2	OK	15
bgs	V0.5_c1.5	5	3	OK	15
bgs	V0.5_c1.5	5	4	OK	16
bgs	V0.5_c1.5	5	5	OK	16
bgs	V0.5_c1.5	5	6	OK	16
bgs	V0.5_c1.5	5	7	OK	16
bgs	V0.5_c1.5	5	8	OK	16
bgs	V0.5_c1.5	5	9	OK	16
bgs	V0.5_c1.5	6	1	OK	16
bgs	V0.5_c1.5	6	10	OK	16
bgs	V0.5_c1.5	6	2	OK	16
bgs	V0.5_c1.5	6	3	OK	16
bgs	V0.5_c1.5	6	4	OK	16
bgs	V0.5_c1.5	6	5	OK	16
bgs	V0.5_c1.5	6	6	OK	16
bgs	V0.5_c1.5	6	7	OK	16
bgs	V0.5_c1.5	6	8	OK	16
bgs	V0.5_c1.5	6	9	OK	16
bgs	V0.5_c1.5	7	1	OK	15
bgs	V0.5_c1.5	7	10	OK	15
bgs	V0.5_c1.5	7	2	OK	15
bgs	V0.5_c1.5	7	3	OK	14
bgs	V0.5_c1.5	7	4	OK	14
bgs	V0.5_c1.5	7	5	OK	14
bgs	V0.5_c1.5	7	6	OK	15
bgs	V0.5_c1.5	7	7	OK	14
bgs	V0.5_c1.5	7	8	OK	14
bgs	V0.5_c1.5	7	9	OK	14
bgs	V0.5_c1.5	8	1	OK	15
bgs	V0.5_c1.5	8	10	OK	16
bgs	V0.5_c1.5	8	2	OK	16
bgs	V0.5_c1.5	8	3	OK	15
bgs	V0.5_c1.5	8	4	OK	16
bgs	V0.5_c1.5	8	5	OK	16
bgs	V0.5_c1.5	8	6	OK	16
bgs	V0.5_c1.5	8	7	OK	15
bgs	V0.5_c1.5	8	8	OK	15
bgs	V0.5_c1.5	8	9	OK	16
bgs	V0.5_c1.5	9	1	OK	16
bgs	V0.5_c1.5	9	10	OK	15
bgs	V0.5_c1.5	9	2	OK	16
bgs	V0.5_c1.5	9	3	OK	16
bgs	V0.5_c1.5	9	4	OK	16
bgs	V0.5_c1.5	9	5	OK	16
bgs	V0.5_c1.5	9	6	OK	16
bgs	V0.5_c1.5	9	7	OK	16
bgs	V0.5_c1.5	9	8	OK	16
bgs	V0.5_c1.5	9	9	OK	15
bgs	V0.5_c1	10	1	OK	16
bgs	V0.5_c1	10	10	OK	16
bgs	V0.5_c1	10	2	OK	16
bgs	V0.5_c1	10	3	OK	16
bgs	V0.5_c1	10	4	OK	16
bgs	V0.5_c1	10	5	OK	15
bgs	V0.5_c1	10	6	OK	16
bgs	V0.5_c1	10	7	OK	15
bgs	V0.5_c1	10	8	OK	16
bgs	V0.5_c1	10	9	OK	16
bgs	V0.5_c1	1	1	ALREADY_DONE	0
bgs	V0.5_c1	1	10	OK	95
bgs	V0.5_c1	1	2	OK	180
bgs	V0.5_c1	1	3	OK	155
bgs	V0.5_c1	1	4	OK	84
bgs	V0.5_c1	1	5	OK	180
bgs	V0.5_c1	1	6	OK	168
bgs	V0.5_c1	1	7	OK	179
bgs	V0.5_c1	1	8	OK	76
bgs	V0.5_c1	1	9	OK	98
bgs	V0.5_c1	2	1	OK	20
bgs	V0.5_c1	2	10	OK	16
bgs	V0.5_c1	2	2	OK	15
bgs	V0.5_c1	2	3	OK	16
bgs	V0.5_c1	2	4	OK	15
bgs	V0.5_c1	2	5	OK	15
bgs	V0.5_c1	2	6	OK	16
bgs	V0.5_c1	2	7	OK	16
bgs	V0.5_c1	2	8	OK	16
bgs	V0.5_c1	2	9	OK	15
bgs	V0.5_c1	3	1	OK	15
bgs	V0.5_c1	3	10	OK	16
bgs	V0.5_c1	3	2	OK	16
bgs	V0.5_c1	3	3	OK	15
bgs	V0.5_c1	3	4	OK	16
bgs	V0.5_c1	3	5	OK	16
bgs	V0.5_c1	3	6	OK	16
bgs	V0.5_c1	3	7	OK	16
bgs	V0.5_c1	3	8	OK	15
bgs	V0.5_c1	3	9	OK	16
bgs	V0.5_c1	4	1	OK	15
bgs	V0.5_c1	4	10	OK	15
bgs	V0.5_c1	4	2	OK	15
bgs	V0.5_c1	4	3	OK	15
bgs	V0.5_c1	4	4	OK	14
bgs	V0.5_c1	4	5	OK	15
bgs	V0.5_c1	4	6	OK	15
bgs	V0.5_c1	4	7	OK	15
bgs	V0.5_c1	4	8	OK	15
bgs	V0.5_c1	4	9	OK	15
bgs	V0.5_c1	5	1	OK	16
bgs	V0.5_c1	5	10	OK	15
bgs	V0.5_c1	5	2	OK	16
bgs	V0.5_c1	5	3	OK	16
bgs	V0.5_c1	5	4	OK	16
bgs	V0.5_c1	5	5	OK	16
bgs	V0.5_c1	5	6	OK	16
bgs	V0.5_c1	5	7	OK	16
bgs	V0.5_c1	5	8	OK	15
bgs	V0.5_c1	5	9	OK	16
bgs	V0.5_c1	6	1	OK	15
bgs	V0.5_c1	6	10	OK	16
bgs	V0.5_c1	6	2	OK	15
bgs	V0.5_c1	6	3	OK	15
bgs	V0.5_c1	6	4	OK	16
bgs	V0.5_c1	6	5	OK	15
bgs	V0.5_c1	6	6	OK	16
bgs	V0.5_c1	6	7	OK	16
bgs	V0.5_c1	6	8	OK	16
bgs	V0.5_c1	6	9	OK	16
bgs	V0.5_c1	7	1	OK	15
bgs	V0.5_c1	7	10	OK	16
bgs	V0.5_c1	7	2	OK	15
bgs	V0.5_c1	7	3	OK	15
bgs	V0.5_c1	7	4	OK	16
bgs	V0.5_c1	7	5	OK	15
bgs	V0.5_c1	7	6	OK	16
bgs	V0.5_c1	7	7	OK	15
bgs	V0.5_c1	7	8	OK	15
bgs	V0.5_c1	7	9	OK	16
bgs	V0.5_c1	8	1	OK	16
bgs	V0.5_c1	8	10	OK	16
bgs	V0.5_c1	8	2	OK	16
bgs	V0.5_c1	8	3	OK	16
bgs	V0.5_c1	8	4	OK	16
bgs	V0.5_c1	8	5	OK	16
bgs	V0.5_c1	8	6	OK	16
bgs	V0.5_c1	8	7	OK	15
bgs	V0.5_c1	8	8	OK	16
bgs	V0.5_c1	8	9	OK	16
bgs	V0.5_c1	9	1	OK	16
bgs	V0.5_c1	9	10	OK	17
bgs	V0.5_c1	9	2	OK	16
bgs	V0.5_c1	9	3	OK	16
bgs	V0.5_c1	9	4	OK	16
bgs	V0.5_c1	9	5	OK	16
bgs	V0.5_c1	9	6	OK	16
bgs	V0.5_c1	9	7	OK	16
bgs	V0.5_c1	9	8	OK	16
bgs	V0.5_c1	9	9	OK	16
bgs	V0.5_c2	10	1	OK	16
bgs	V0.5_c2	10	10	OK	17
bgs	V0.5_c2	10	2	OK	17
bgs	V0.5_c2	10	3	OK	17
bgs	V0.5_c2	10	4	OK	16
bgs	V0.5_c2	10	5	OK	16
bgs	V0.5_c2	10	6	OK	16
bgs	V0.5_c2	10	7	OK	16
bgs	V0.5_c2	10	8	OK	17
bgs	V0.5_c2	10	9	OK	16
bgs	V0.5_c2	1	1	ALREADY_DONE	0
bgs	V0.5_c2	1	10	OK	17
bgs	V0.5_c2	1	2	OK	16
bgs	V0.5_c2	1	3	OK	16
bgs	V0.5_c2	1	4	OK	17
bgs	V0.5_c2	1	5	OK	16
bgs	V0.5_c2	1	6	OK	16
bgs	V0.5_c2	1	7	OK	17
bgs	V0.5_c2	1	8	OK	17
bgs	V0.5_c2	1	9	OK	17
bgs	V0.5_c2	2	1	OK	17
bgs	V0.5_c2	2	10	OK	16
bgs	V0.5_c2	2	2	OK	17
bgs	V0.5_c2	2	3	OK	17
bgs	V0.5_c2	2	4	OK	16
bgs	V0.5_c2	2	5	OK	17
bgs	V0.5_c2	2	6	OK	16
bgs	V0.5_c2	2	7	OK	16
bgs	V0.5_c2	2	8	OK	16
bgs	V0.5_c2	2	9	OK	16
bgs	V0.5_c2	3	1	OK	16
bgs	V0.5_c2	3	10	OK	16
bgs	V0.5_c2	3	2	OK	17
bgs	V0.5_c2	3	3	OK	17
bgs	V0.5_c2	3	4	OK	17
bgs	V0.5_c2	3	5	OK	17
bgs	V0.5_c2	3	6	OK	16
bgs	V0.5_c2	3	7	OK	17
bgs	V0.5_c2	3	8	OK	17
bgs	V0.5_c2	3	9	OK	17
bgs	V0.5_c2	4	1	OK	18
bgs	V0.5_c2	4	10	OK	17
bgs	V0.5_c2	4	2	OK	17
bgs	V0.5_c2	4	3	OK	18
bgs	V0.5_c2	4	4	OK	17
bgs	V0.5_c2	4	5	OK	18
bgs	V0.5_c2	4	6	OK	17
bgs	V0.5_c2	4	7	OK	17
bgs	V0.5_c2	4	8	OK	16
bgs	V0.5_c2	4	9	OK	16
bgs	V0.5_c2	5	1	OK	16
bgs	V0.5_c2	5	10	OK	16
bgs	V0.5_c2	5	2	OK	17
bgs	V0.5_c2	5	3	OK	17
bgs	V0.5_c2	5	4	OK	16
bgs	V0.5_c2	5	5	OK	17
bgs	V0.5_c2	5	6	OK	17
bgs	V0.5_c2	5	7	OK	17
bgs	V0.5_c2	5	8	OK	16
bgs	V0.5_c2	5	9	OK	16
bgs	V0.5_c2	6	1	OK	17
bgs	V0.5_c2	6	10	OK	17
bgs	V0.5_c2	6	2	OK	17
bgs	V0.5_c2	6	3	OK	17
bgs	V0.5_c2	6	4	OK	17
bgs	V0.5_c2	6	5	OK	18
bgs	V0.5_c2	6	6	OK	17
bgs	V0.5_c2	6	7	OK	17
bgs	V0.5_c2	6	8	OK	17
bgs	V0.5_c2	6	9	OK	17
bgs	V0.5_c2	7	1	OK	16
bgs	V0.5_c2	7	10	OK	17
bgs	V0.5_c2	7	2	OK	17
bgs	V0.5_c2	7	3	OK	17
bgs	V0.5_c2	7	4	OK	15
bgs	V0.5_c2	7	5	OK	16
bgs	V0.5_c2	7	6	OK	17
bgs	V0.5_c2	7	7	OK	16
bgs	V0.5_c2	7	8	OK	16
bgs	V0.5_c2	7	9	OK	16
bgs	V0.5_c2	8	1	OK	16
bgs	V0.5_c2	8	10	OK	17
bgs	V0.5_c2	8	2	OK	16
bgs	V0.5_c2	8	3	OK	17
bgs	V0.5_c2	8	4	OK	17
bgs	V0.5_c2	8	5	OK	17
bgs	V0.5_c2	8	6	OK	17
bgs	V0.5_c2	8	7	OK	17
bgs	V0.5_c2	8	8	OK	17
bgs	V0.5_c2	8	9	OK	16
bgs	V0.5_c2	9	1	OK	17
bgs	V0.5_c2	9	10	OK	16
bgs	V0.5_c2	9	2	OK	16
bgs	V0.5_c2	9	3	OK	16
bgs	V0.5_c2	9	4	OK	17
bgs	V0.5_c2	9	5	OK	17
bgs	V0.5_c2	9	6	OK	17
bgs	V0.5_c2	9	7	OK	16
bgs	V0.5_c2	9	8	OK	16
bgs	V0.5_c2	9	9	OK	17
bgs	V1_c1.5	10	1	OK	15
bgs	V1_c1.5	10	10	OK	16
bgs	V1_c1.5	10	2	OK	16
bgs	V1_c1.5	10	3	OK	16
bgs	V1_c1.5	10	4	OK	16
bgs	V1_c1.5	10	5	OK	15
bgs	V1_c1.5	10	6	OK	16
bgs	V1_c1.5	10	7	OK	16
bgs	V1_c1.5	10	8	OK	16
bgs	V1_c1.5	10	9	OK	16
bgs	V1_c1.5	1	1	ALREADY_DONE	0
bgs	V1_c1.5	1	10	OK	15
bgs	V1_c1.5	1	2	OK	16
bgs	V1_c1.5	1	3	OK	16
bgs	V1_c1.5	1	4	OK	16
bgs	V1_c1.5	1	5	OK	16
bgs	V1_c1.5	1	6	OK	16
bgs	V1_c1.5	1	7	OK	16
bgs	V1_c1.5	1	8	OK	15
bgs	V1_c1.5	1	9	OK	15
bgs	V1_c1.5	2	1	OK	15
bgs	V1_c1.5	2	10	OK	15
bgs	V1_c1.5	2	2	OK	15
bgs	V1_c1.5	2	3	OK	15
bgs	V1_c1.5	2	4	OK	15
bgs	V1_c1.5	2	5	OK	15
bgs	V1_c1.5	2	6	OK	15
bgs	V1_c1.5	2	7	OK	15
bgs	V1_c1.5	2	8	OK	15
bgs	V1_c1.5	2	9	OK	15
bgs	V1_c1.5	3	1	OK	16
bgs	V1_c1.5	3	10	OK	16
bgs	V1_c1.5	3	2	OK	16
bgs	V1_c1.5	3	3	OK	16
bgs	V1_c1.5	3	4	OK	16
bgs	V1_c1.5	3	5	OK	16
bgs	V1_c1.5	3	6	OK	16
bgs	V1_c1.5	3	7	OK	16
bgs	V1_c1.5	3	8	OK	16
bgs	V1_c1.5	3	9	OK	16
bgs	V1_c1.5	4	1	OK	15
bgs	V1_c1.5	4	10	OK	15
bgs	V1_c1.5	4	2	OK	16
bgs	V1_c1.5	4	3	OK	15
bgs	V1_c1.5	4	4	OK	15
bgs	V1_c1.5	4	5	OK	15
bgs	V1_c1.5	4	6	OK	14
bgs	V1_c1.5	4	7	OK	15
bgs	V1_c1.5	4	8	OK	15
bgs	V1_c1.5	4	9	OK	15
bgs	V1_c1.5	5	1	OK	16
bgs	V1_c1.5	5	10	OK	15
bgs	V1_c1.5	5	2	OK	15
bgs	V1_c1.5	5	3	OK	15
bgs	V1_c1.5	5	4	OK	15
bgs	V1_c1.5	5	5	OK	16
bgs	V1_c1.5	5	6	OK	16
bgs	V1_c1.5	5	7	OK	15
bgs	V1_c1.5	5	8	OK	15
bgs	V1_c1.5	5	9	OK	15
bgs	V1_c1.5	6	1	OK	16
bgs	V1_c1.5	6	10	OK	15
bgs	V1_c1.5	6	2	OK	16
bgs	V1_c1.5	6	3	OK	16
bgs	V1_c1.5	6	4	OK	16
bgs	V1_c1.5	6	5	OK	16
bgs	V1_c1.5	6	6	OK	16
bgs	V1_c1.5	6	7	OK	16
bgs	V1_c1.5	6	8	OK	15
bgs	V1_c1.5	6	9	OK	15
bgs	V1_c1.5	7	1	OK	15
bgs	V1_c1.5	7	10	OK	15
bgs	V1_c1.5	7	2	OK	14
bgs	V1_c1.5	7	3	OK	15
bgs	V1_c1.5	7	4	OK	15
bgs	V1_c1.5	7	5	OK	15
bgs	V1_c1.5	7	6	OK	15
bgs	V1_c1.5	7	7	OK	15
bgs	V1_c1.5	7	8	OK	15
bgs	V1_c1.5	7	9	OK	15
bgs	V1_c1.5	8	1	OK	16
bgs	V1_c1.5	8	10	OK	16
bgs	V1_c1.5	8	2	OK	16
bgs	V1_c1.5	8	3	OK	15
bgs	V1_c1.5	8	4	OK	16
bgs	V1_c1.5	8	5	OK	16
bgs	V1_c1.5	8	6	OK	16
bgs	V1_c1.5	8	7	OK	15
bgs	V1_c1.5	8	8	OK	16
bgs	V1_c1.5	8	9	OK	16
bgs	V1_c1.5	9	1	OK	16
bgs	V1_c1.5	9	10	OK	16
bgs	V1_c1.5	9	2	OK	16
bgs	V1_c1.5	9	3	OK	16
bgs	V1_c1.5	9	4	OK	16
bgs	V1_c1.5	9	5	OK	16
bgs	V1_c1.5	9	6	OK	16
bgs	V1_c1.5	9	7	OK	16
bgs	V1_c1.5	9	8	OK	16
bgs	V1_c1.5	9	9	OK	16
bgs	V1_c1	10	1	OK	16
bgs	V1_c1	10	10	OK	16
bgs	V1_c1	10	2	OK	16
bgs	V1_c1	10	3	OK	16
bgs	V1_c1	10	4	OK	16
bgs	V1_c1	10	5	OK	16
bgs	V1_c1	10	6	OK	16
bgs	V1_c1	10	7	OK	16
bgs	V1_c1	10	8	OK	16
bgs	V1_c1	10	9	OK	16
bgs	V1_c1	1	1	ALREADY_DONE	0
bgs	V1_c1	1	10	OK	15
bgs	V1_c1	1	2	OK	17
bgs	V1_c1	1	3	OK	16
bgs	V1_c1	1	4	OK	16
bgs	V1_c1	1	5	OK	17
bgs	V1_c1	1	6	OK	15
bgs	V1_c1	1	7	OK	15
bgs	V1_c1	1	8	OK	15
bgs	V1_c1	1	9	OK	15
bgs	V1_c1	2	1	OK	15
bgs	V1_c1	2	10	OK	15
bgs	V1_c1	2	2	OK	15
bgs	V1_c1	2	3	OK	15
bgs	V1_c1	2	4	OK	15
bgs	V1_c1	2	5	OK	15
bgs	V1_c1	2	6	OK	15
bgs	V1_c1	2	7	OK	16
bgs	V1_c1	2	8	OK	15
bgs	V1_c1	2	9	OK	15
bgs	V1_c1	3	1	OK	16
bgs	V1_c1	3	10	OK	17
bgs	V1_c1	3	2	OK	16
bgs	V1_c1	3	3	OK	16
bgs	V1_c1	3	4	OK	16
bgs	V1_c1	3	5	OK	16
bgs	V1_c1	3	6	OK	16
bgs	V1_c1	3	7	OK	16
bgs	V1_c1	3	8	OK	17
bgs	V1_c1	3	9	OK	16
bgs	V1_c1	4	1	OK	15
bgs	V1_c1	4	10	OK	15
bgs	V1_c1	4	2	OK	14
bgs	V1_c1	4	3	OK	15
bgs	V1_c1	4	4	OK	15
bgs	V1_c1	4	5	OK	14
bgs	V1_c1	4	6	OK	15
bgs	V1_c1	4	7	OK	14
bgs	V1_c1	4	8	OK	15
bgs	V1_c1	4	9	OK	15
bgs	V1_c1	5	1	OK	15
bgs	V1_c1	5	10	OK	16
bgs	V1_c1	5	2	OK	16
bgs	V1_c1	5	3	OK	15
bgs	V1_c1	5	4	OK	16
bgs	V1_c1	5	5	OK	16
bgs	V1_c1	5	6	OK	15
bgs	V1_c1	5	7	OK	16
bgs	V1_c1	5	8	OK	16
bgs	V1_c1	5	9	OK	16
bgs	V1_c1	6	1	OK	16
bgs	V1_c1	6	10	OK	16
bgs	V1_c1	6	2	OK	16
bgs	V1_c1	6	3	OK	16
bgs	V1_c1	6	4	OK	17
bgs	V1_c1	6	5	OK	16
bgs	V1_c1	6	6	OK	16
bgs	V1_c1	6	7	OK	16
bgs	V1_c1	6	8	OK	16
bgs	V1_c1	6	9	OK	16
bgs	V1_c1	7	1	OK	15
bgs	V1_c1	7	10	OK	15
bgs	V1_c1	7	2	OK	14
bgs	V1_c1	7	3	OK	15
bgs	V1_c1	7	4	OK	14
bgs	V1_c1	7	5	OK	14
bgs	V1_c1	7	6	OK	15
bgs	V1_c1	7	7	OK	15
bgs	V1_c1	7	8	OK	15
bgs	V1_c1	7	9	OK	15
bgs	V1_c1	8	1	OK	16
bgs	V1_c1	8	10	OK	16
bgs	V1_c1	8	2	OK	16
bgs	V1_c1	8	3	OK	16
bgs	V1_c1	8	4	OK	16
bgs	V1_c1	8	5	OK	16
bgs	V1_c1	8	6	OK	16
bgs	V1_c1	8	7	OK	16
bgs	V1_c1	8	8	OK	16
bgs	V1_c1	8	9	OK	16
bgs	V1_c1	9	1	OK	16
bgs	V1_c1	9	10	OK	16
bgs	V1_c1	9	2	OK	17
bgs	V1_c1	9	3	OK	16
bgs	V1_c1	9	4	OK	16
bgs	V1_c1	9	5	OK	15
bgs	V1_c1	9	6	OK	16
bgs	V1_c1	9	7	OK	16
bgs	V1_c1	9	8	OK	15
bgs	V1_c1	9	9	OK	16
bgs	V2_c1.5	10	1	OK	16
bgs	V2_c1.5	10	10	OK	15
bgs	V2_c1.5	10	2	OK	16
bgs	V2_c1.5	10	3	OK	15
bgs	V2_c1.5	10	4	OK	16
bgs	V2_c1.5	10	5	OK	16
bgs	V2_c1.5	10	6	OK	16
bgs	V2_c1.5	10	7	OK	15
bgs	V2_c1.5	10	8	OK	15
bgs	V2_c1.5	10	9	OK	15
bgs	V2_c1.5	1	1	ALREADY_DONE	0
bgs	V2_c1.5	1	10	OK	15
bgs	V2_c1.5	1	2	OK	15
bgs	V2_c1.5	1	3	OK	16
bgs	V2_c1.5	1	4	OK	16
bgs	V2_c1.5	1	5	OK	16
bgs	V2_c1.5	1	6	OK	16
bgs	V2_c1.5	1	7	OK	16
bgs	V2_c1.5	1	8	OK	16
bgs	V2_c1.5	1	9	OK	16
bgs	V2_c1.5	2	1	OK	15
bgs	V2_c1.5	2	10	OK	15
bgs	V2_c1.5	2	2	OK	15
bgs	V2_c1.5	2	3	OK	15
bgs	V2_c1.5	2	4	OK	15
bgs	V2_c1.5	2	5	OK	15
bgs	V2_c1.5	2	6	OK	15
bgs	V2_c1.5	2	7	OK	15
bgs	V2_c1.5	2	8	OK	15
bgs	V2_c1.5	2	9	OK	15
bgs	V2_c1.5	3	1	OK	16
bgs	V2_c1.5	3	10	OK	16
bgs	V2_c1.5	3	2	OK	15
bgs	V2_c1.5	3	3	OK	16
bgs	V2_c1.5	3	4	OK	16
bgs	V2_c1.5	3	5	OK	16
bgs	V2_c1.5	3	6	OK	16
bgs	V2_c1.5	3	7	OK	16
bgs	V2_c1.5	3	8	OK	16
bgs	V2_c1.5	3	9	OK	16
bgs	V2_c1.5	4	1	OK	15
bgs	V2_c1.5	4	10	OK	15
bgs	V2_c1.5	4	2	OK	15
bgs	V2_c1.5	4	3	OK	15
bgs	V2_c1.5	4	4	OK	15
bgs	V2_c1.5	4	5	OK	15
bgs	V2_c1.5	4	6	OK	15
bgs	V2_c1.5	4	7	OK	14
bgs	V2_c1.5	4	8	OK	15
bgs	V2_c1.5	4	9	OK	15
bgs	V2_c1.5	5	1	OK	16
bgs	V2_c1.5	5	10	OK	15
bgs	V2_c1.5	5	2	OK	15
bgs	V2_c1.5	5	3	OK	15
bgs	V2_c1.5	5	4	OK	15
bgs	V2_c1.5	5	5	OK	15
bgs	V2_c1.5	5	6	OK	15
bgs	V2_c1.5	5	7	OK	15
bgs	V2_c1.5	5	8	OK	16
bgs	V2_c1.5	5	9	OK	15
bgs	V2_c1.5	6	1	OK	16
bgs	V2_c1.5	6	10	OK	16
bgs	V2_c1.5	6	2	OK	16
bgs	V2_c1.5	6	3	OK	16
bgs	V2_c1.5	6	4	OK	16
bgs	V2_c1.5	6	5	OK	16
bgs	V2_c1.5	6	6	OK	16
bgs	V2_c1.5	6	7	OK	16
bgs	V2_c1.5	6	8	OK	16
bgs	V2_c1.5	6	9	OK	16
bgs	V2_c1.5	7	1	OK	14
bgs	V2_c1.5	7	10	OK	15
bgs	V2_c1.5	7	2	OK	15
bgs	V2_c1.5	7	3	OK	14
bgs	V2_c1.5	7	4	OK	15
bgs	V2_c1.5	7	5	OK	15
bgs	V2_c1.5	7	6	OK	15
bgs	V2_c1.5	7	7	OK	15
bgs	V2_c1.5	7	8	OK	15
bgs	V2_c1.5	7	9	OK	15
bgs	V2_c1.5	8	1	OK	16
bgs	V2_c1.5	8	10	OK	16
bgs	V2_c1.5	8	2	OK	15
bgs	V2_c1.5	8	3	OK	16
bgs	V2_c1.5	8	4	OK	16
bgs	V2_c1.5	8	5	OK	16
bgs	V2_c1.5	8	6	OK	16
bgs	V2_c1.5	8	7	OK	16
bgs	V2_c1.5	8	8	OK	16
bgs	V2_c1.5	8	9	OK	16
bgs	V2_c1.5	9	1	OK	16
bgs	V2_c1.5	9	10	OK	16
bgs	V2_c1.5	9	2	OK	16
bgs	V2_c1.5	9	3	OK	17
bgs	V2_c1.5	9	4	OK	17
bgs	V2_c1.5	9	5	OK	15
bgs	V2_c1.5	9	6	OK	15
bgs	V2_c1.5	9	7	OK	16
bgs	V2_c1.5	9	8	OK	16
bgs	V2_c1.5	9	9	OK	16
bgs	V2_c1	10	1	OK	16
